session,variant,bits,protocol,rows,threads,samples,baseline_ms,current_ms,baseline_p10_ms,baseline_p90_ms,current_p10_ms,current_p90_ms,saved_percent,proof_digest
1,production,64,skip-2,131072,10,21,14.152916,14.755875,14.0405,14.294125,14.639333,14.912416,-4.260316389922747,fb4e9c5406efacafd559361b5c667f69906577f4eede4b894e04c67adbb51940
1,production,64,skip-2,524288,10,21,54.005167,53.916667,53.804084,54.56275,53.764333,54.611917,0.16387320865056676,05ec829e1fd8e2b38f1c9505cbd6b98f2496a18ef7006c432e7c8dd4bcfb0711
1,production,64,skip-3,4096,10,21,1.118583,1.118583,1.061167,1.160625,1.062958,1.194042,0.0,2142031833f54913c65d241c21c12a79bbeec6af92cdf3d9a69e6850dba8fec6
1,production,64,skip-3,32768,10,21,6.624583,6.7095,6.564417,6.814875,6.583667,7.295167,-1.2818467215219398,4f3b56a617df95ff3d9236e4459595ba0118cd6ceba65c39f69ce17a53fb9562
1,production,64,skip-3,131072,10,21,25.093375,26.102625,24.993625,25.299792,25.24475,38.365334,-4.0219779124968325,cb0e781f4561f4144660d1f59fdd21ef1d46e565fb4734e4736d7390b8e3028c
1,production,64,skip-3,524288,10,21,100.173291,98.108208,98.052834,101.794875,97.848,98.7695,2.0615105876874873,f810ce93115ff8d210e6cc052ae4680ac3e3dcda0a073654620085ada11b3aa6
1,production,64,skip-4,4096,10,21,1.85375,1.861167,1.799792,1.91625,1.81075,1.926125,-0.4001078894133592,d3cd78f9143b6643e06811646bb3cde55d868e11df8d932470daf11557ced208
1,production,64,skip-4,32768,10,21,12.323708,12.513833,12.237792,12.479334,12.34375,12.6505,-1.5427580724892254,d64beba41c38404abc826195172cab7c131db319fdcef14ab98fb5f00b05f883
1,production,64,skip-4,131072,10,21,48.422,48.419834,48.184375,48.802,48.165166,48.833667,0.004473173350960646,f06f0f159874890eb46989ad0c9ae68cc4528f7d577733301fafa87c6ffb5d7d
1,production,64,skip-4,524288,10,21,190.893667,190.542042,189.806667,193.075542,189.864542,191.325292,0.18419940563035864,506b4fd8679db82a35cf6c623e62cf3a89648453a8bebd5b4c5c1f87245f9376
1,production,128,ordinary,4096,10,21,0.446291,0.442667,0.4455,0.450666,0.441292,0.443875,0.8120262340042705,3860bdf1412a5a655f6de624b1994ee21d22292a7d46778f2932a818429a596e
1,production,128,ordinary,32768,10,21,1.049459,1.052084,1.003125,1.090334,1.018083,1.095333,-0.25012887592559263,a96a090967fe2638817f1c53186a2a00adc1d5aead5bc7f59a0eded2901e5ec8
1,production,128,ordinary,131072,10,21,2.670792,2.532958,2.5955,2.737625,2.46475,2.628208,5.160791255927077,f3d72ff37620cf0c0f29913623d58fb3ae8776b8be46bc311b31acc59f781733
1,production,128,ordinary,524288,10,21,7.883833,7.86525,7.667166,8.171667,7.795292,8.20325,0.23571021862081043,5ab4415f9d5b54932067c540b9de0cfe3e6fc8299dc6b86a452033d7b7d9c7fe
1,production,128,skip-1,4096,10,21,0.655458,0.737625,0.603584,0.767792,0.648542,0.834375,-12.535814651739695,f53debd043f5cd148016d7e8bc943964d989fbe75ad986360d1db4aaa531e62f
1,production,128,skip-1,32768,10,21,2.822834,2.926625,2.789375,2.970459,2.798084,3.106209,-3.6768368242695137,8c84bbfcae85b0385321c4a33a1bf9c4bc9bda8558664d6100f8c578e473da45
1,production,128,skip-1,131072,10,21,9.250667,9.050875,9.052916,9.485583,8.914416,9.21925,2.159757777466209,a0b38472f3348d53248138779ece06dc1f1918ba18639866fdd52fa1fe6d1f09
1,production,128,skip-1,524288,10,21,33.92625,33.929292,33.641792,34.265333,33.477291,34.887459,-0.008966508234764525,2842ea026d647882e4280539da402e49979f58264e67fd0a6cffc7ab52c4a562
1,production,128,skip-2,4096,10,21,0.745083,0.840958,0.718167,0.879708,0.761333,0.94375,-12.867693934769676,9de8cade6392d7a181c4462ca5560f6b0fcfeb0bd77da9abf84d4120469ada3f
1,production,128,skip-2,32768,10,21,4.284042,4.203708,4.07675,4.457875,4.085416,4.373083,1.8751916998012597,af2556b54ae38f57835a239cb5074dab84c6a39edd717b910e9d651edbeb4634
1,production,128,skip-2,131072,10,21,14.517458,14.562792,14.334375,14.6935,14.267875,14.918166,-0.3122723000128502,83366a3179fca832ae5965d207b5768b934b2c2db8784f84862f4c2d6afe0ba4
1,production,128,skip-2,524288,10,21,55.358833,56.695583,54.767542,55.809042,56.209792,58.347708,-2.4147004688483964,c2fccfe62ddc4962b4188d4785efe9f714c4e1caa4c202909a828d6b0dd4a587
1,production,128,skip-3,4096,10,21,1.077417,1.160042,1.03425,1.159792,1.090875,1.2445,-7.668804186308553,fcb33d8653758582522b22eb2a08534aedf9c88e227a56c098985bf2dfd42d47
1,production,128,skip-3,32768,10,21,6.740041,6.825417,6.63,7.05375,6.777375,7.065417,-1.266698526017862,a65b10af2f1f7b5f6af07a0564c46c99b78658db1eff6be0ab88f8e6a69dbebf
1,production,128,skip-3,131072,10,21,25.388,25.581959,25.248375,25.599875,25.47575,25.794958,-0.7639790452182105,fa97bf3ce82548e53cdff6c944b62d23d585ff8c0e3b505535c7af9e7406f134
1,production,128,skip-3,524288,10,21,99.4565,99.158166,98.948166,101.986917,98.691459,100.022334,0.29996430600313095,59b4d3df96057a7980b76e69de61f37a3dde0a33579ab1856560806836a4e9b8
1,production,128,skip-4,4096,10,21,1.845791,1.880584,1.810708,1.962459,1.81575,2.032333,-1.8849913126675721,3d591372b0d50b180da20efe3cadf3a1fe1558cbe05e04fb02be766af83d63f9
1,production,128,skip-4,32768,10,21,12.45475,12.523959,12.315417,12.568834,12.392459,12.702,-0.5556835745398336,f14961b72f39347632ee8beaf43fc5b8a86c8bfe29d16ec59c34e38d2e99e936
1,production,128,skip-4,131072,10,21,48.691625,48.757917,48.495458,48.97425,48.534167,50.27725,-0.13614661658960525,803491efa5dbeb1dc572af1cc0d3bacf67d1db0a7bd298704b79c8951ae24272
1,production,128,skip-4,524288,10,21,191.965375,191.531334,190.921083,197.145458,191.049833,192.246542,0.22610379606218256,fbee0b0eb9cf2c9456dcbfc684e9ff18ec671cd9d3ee639e113211599af067ab
2,generic,32,ordinary,4096,10,21,0.225542,0.375209,0.224458,0.229875,0.372625,0.377958,-66.35881565296043,8bae746bd5cf8ce2a0f428447f7ab25c20b45e08876b836ef376c8f6424d1b90
2,generic,32,ordinary,32768,10,21,0.951333,1.113542,0.830875,1.046041,1.027958,1.172916,-17.050706745167044,65b43e77c0870f564fbd571e56bf0758915a88a585e0c6ee14f7025110463659
2,generic,32,ordinary,131072,10,21,1.756167,2.537834,1.717709,1.852292,2.454542,2.669458,-44.509833062573215,c4da81217d99a6dceb8d923716c729771e4c6d194299e818920773f7d81d69cb
2,generic,32,ordinary,524288,10,21,4.615375,7.244667,4.507666,4.682584,7.113417,7.525958,-56.968112016900044,0382fd3d25f8ced27fd3938342f3b888b13d5564b9c64178ccb19858745018c3
2,generic,32,skip-1,4096,10,21,0.23125,0.385916,0.23,0.232625,0.382375,0.388833,-66.88259459459461,6d866468b5d4f6ebc6a4dc0026da6353ccfb442aa020d32f4f6e7b4a15e69910
2,generic,32,skip-1,32768,10,21,0.975041,2.48475,0.943875,1.066666,2.448375,2.612208,-154.83543768928692,0ac1d78192b57fe08e567c3fd1e6917fd97e5bfdd2e5a8e5da842c4bb3ea8742
2,generic,32,skip-1,131072,10,21,1.888125,8.334625,1.759333,1.984875,8.24025,8.508542,-341.42336974511755,ab581d4945469de1d9ae3a6b7c0a4b894783164f6b24efc81fcfec4f56ca4efe
2,generic,32,skip-1,524288,10,21,4.658042,32.857,4.536167,5.265083,31.306833,34.658084,-605.3822185373168,24809c7818ffff4f8df1575b8e783b70566dd05b7adb7582e94ed33a46089da6
2,generic,32,skip-2,4096,10,21,0.155125,0.391125,0.154334,0.156416,0.388792,0.395458,-152.13537469782432,d6494b56a98e1a35aad0d2a13c13e3e389b10c4dee26ce9759414b9183d0323c
2,generic,32,skip-2,32768,10,21,0.802417,2.897833,0.768958,0.921709,2.867791,2.952125,-261.1380367066002,a007bb5b83685a8926668f33802be8fd4e1b44320c613b1ab398489a0cfa2004
2,generic,32,skip-2,131072,10,21,1.250834,10.409917,1.222875,1.475917,10.267,10.535834,-732.2380907458543,2454921d11c1720c47dfb97a37b5b894ced64c3bbd7834eabb6ffb5e8122b400
2,generic,32,skip-2,524288,10,21,3.3125,41.638708,3.149625,3.759583,40.877,43.749208,-1157.0176,0fece4defea8873e0736264203d69c1c913a682bc51c7bfc185bba16a5dd7fb1
2,generic,32,skip-3,4096,10,21,0.138583,0.466542,0.137708,0.139834,0.455209,0.471583,-236.65168166369614,ba7c17a0402e518208c74d4136bf190e5d7b06d6cd72d634d927c24b67269ab6
2,generic,32,skip-3,32768,10,21,0.792375,3.36275,0.654125,1.356833,3.349709,3.372834,-324.3887048430352,96d7c0db819de2cc61c7a8e8471fa96532492eb8e8aacbcc14d49cc8de01a54c
2,generic,32,skip-3,131072,10,21,1.053292,13.028458,0.987916,1.171292,12.952,13.161166,-1136.9274617105227,13812615cd0c2ff4f109941538d3ffba64e912170774047c3fd75c5460ab381e
